"","country","games","iso_a3","population","medal_type","medal_winner","medal_total","medals_1","medals_2","medals_3","medals_4","medals_5","medals_1.team","rank_total","p_mean","p_median","p_credlow","p_credhigh","rank_mean","rank_median","rank_credlow","rank_credhigh","rank_mean_beta","rank_median_beta","observed_mpm","estimate_mpm","estimate_mpm_credlow","estimate_mpm_credhigh","rank_pc"
"87","San Marino","paris-2024","SMR",34000,"Non-medalist","non_medal_winner",0,0,0,0,0,0,0,87,3.26506583805657e-07,6.58521192529644e-08,1.32703161171357e-09,2.30301727031967e-06,NA,NA,NA,NA,NA,NA,0,0.0658521192529644,0.00132703161171357,2.30301727031967,177
"88","São Tomé and Príncipe","paris-2024","STP",236000,"Non-medalist","non_medal_winner",0,0,0,0,0,0,0,88,2.55131593034928e-07,5.70459527363984e-08,1.27703021436408e-09,1.74394742839532e-06,NA,NA,NA,NA,NA,NA,0,0.0570459527363983,0.00127703021436409,1.74394742839532,178
"89","Saudi Arabia","paris-2024","SAU",33963000,"Non-medalist","non_medal_winner",0,0,0,0,0,0,0,89,1.17235075152711e-08,5.76059944860477e-09,1.10371576561802e-09,5.84183911427698e-08,NA,NA,NA,NA,NA,NA,0,0.00576059944860477,0.00110371576561802,0.0584183911427698,179
"90","Senegal","paris-2024","SEN",18502000,"Non-medalist","non_medal_winner",0,0,0,0,0,0,0,90,1.83635701999377e-08,8.12447678523248e-09,1.11722730580993e-09,9.50688316484386e-08,NA,NA,NA,NA,NA,NA,0,0.00812447678523248,0.00111722730580993,0.0950688316484386,180
"91","Seychelles","paris-2024","SYC",130000,"Non-medalist","non_medal_winner",0,0,0,0,0,0,0,91,2.95360957942357e-07,6.50207504693735e-08,1.33935731044559e-09,2.03326553368347e-06,NA,NA,NA,NA,NA,NA,0,0.0650207504693735,0.00133935731044559,2.03326553368347,181
"92","Sierra Leone","paris-2024","SLE",8642000,"Non-medalist","non_medal_winner",0,0,0,0,0,0,0,92,3.36835546657675e-08,1.25435293633374e-08,1.15115136544988e-09,1.88947942685776e-07,NA,NA,NA,NA,NA,NA,0,0.0125435293633374,0.00115115136544988,0.188947942685776,182
"93","Solomon Islands","paris-2024","SLB",819000,"Non-medalist","non_medal_winner",0,0,0,0,0,0,0,93,1.50455627858411e-07,3.8971539327971e-08,1.28481173944677e-09,9.9332099744264e-07,NA,NA,NA,NA,NA,NA,0,0.038971539327971,0.00128481173944677,0.99332099744264,183
"94","Somalia","paris-2024","SOM",19009000,"Non-medalist","non_medal_winner",0,0,0,0,0,0,0,94,1.83117390873692e-08,7.90839580816199e-09,1.11329467537774e-09,9.65724123592419e-08,NA,NA,NA,NA,NA,NA,0,0.00790839580816199,0.00111329467537774,0.0965724123592419,184
"95","Sri Lanka","paris-2024","LKA",23104000,"Non-medalist","non_medal_winner",0,0,0,0,0,0,0,95,1.63846533947966e-08,7.3662529376985e-09,1.11159400522078e-09,8.8854092873604e-08,NA,NA,NA,NA,NA,NA,0,0.0073662529376985,0.00111159400522078,0.088854092873604,185
"96","Sudan","paris-2024","SDN",50449000,"Non-medalist","non_medal_winner",0,0,0,0,0,0,0,96,8.84468277517942e-09,4.66429441955838e-09,1.08617185684561e-09,4.00135015907729e-08,NA,NA,NA,NA,NA,NA,0,0.00466429441955838,0.00108617185684561,0.0400135015907729,186
"97","South Sudan","paris-2024","SSD",11943000,"Non-medalist","non_medal_winner",0,0,0,0,0,0,0,97,2.71710097470852e-08,1.00879084697817e-08,1.15040059941635e-09,1.53522208345282e-07,NA,NA,NA,NA,NA,NA,0,0.0100879084697817,0.00115040059941635,0.153522208345282,187
"98","Suriname","paris-2024","SUR",634000,"Non-medalist","non_medal_winner",0,0,0,0,0,0,0,98,1.83883469880149e-07,4.36495242962508e-08,1.27288552163131e-09,1.21737343209386e-06,NA,NA,NA,NA,NA,NA,0,0.0436495242962508,0.0012728855216313,1.21737343209386,188
"99","Syria","paris-2024","SYR",24673000,"Non-medalist","non_medal_winner",0,0,0,0,0,0,0,99,1.52178901090266e-08,7.01007365482314e-09,1.12350079652498e-09,7.65059948996554e-08,NA,NA,NA,NA,NA,NA,0,0.00701007365482314,0.00112350079652498,0.0765059948996554,189
"100","Tanzania","paris-2024","TZA",68560000,"Non-medalist","non_medal_winner",0,0,0,0,0,0,0,100,7.07389508382697e-09,4.00406744926183e-09,1.075395662369e-09,3.09793017900085e-08,NA,NA,NA,NA,NA,NA,0,0.00400406744926183,0.001075395662369,0.0309793017900085,190
"101","East Timor","paris-2024","TLS",1401000,"Non-medalist","non_medal_winner",0,0,0,0,0,0,0,101,1.26555447424601e-07,3.14496571978492e-08,1.25228135747458e-09,8.29991625325968e-07,NA,NA,NA,NA,NA,NA,0,0.0314496571978492,0.00125228135747458,0.829991625325968,191
"102","Togo","paris-2024","TGO",9515000,"Non-medalist","non_medal_winner",0,0,0,0,0,0,0,102,3.15164120134635e-08,1.18866417597953e-08,1.14974864666126e-09,1.77335716493205e-07,NA,NA,NA,NA,NA,NA,0,0.0118866417597953,0.00114974864666126,0.177335716493205,192
"103","Tonga","paris-2024","TON",104000,"Non-medalist","non_medal_winner",0,0,0,0,0,0,0,103,2.97048769151568e-07,6.37955473015297e-08,1.3244889343969e-09,1.9629785168916e-06,NA,NA,NA,NA,NA,NA,0,0.0637955473015297,0.0013244889343969,1.9629785168916,193
"104","Trinidad and Tobago","paris-2024","TTO",1508000,"Non-medalist","non_medal_winner",0,0,0,0,0,0,0,104,1.17479711551567e-07,3.15817760190652e-08,1.20768780559595e-09,7.34550392276365e-07,NA,NA,NA,NA,NA,NA,0,0.0315817760190652,0.00120768780559595,0.734550392276365,194
"105","Turkmenistan","paris-2024","TKM",7494000,"Non-medalist","non_medal_winner",0,0,0,0,0,0,0,105,3.871785621007e-08,1.39524081776045e-08,1.16960984319568e-09,2.1934562039617e-07,NA,NA,NA,NA,NA,NA,0,0.0139524081776045,0.00116960984319568,0.21934562039617,195
"106","Tuvalu","paris-2024","TUV",10000,"Non-medalist","non_medal_winner",0,0,0,0,0,0,0,106,3.36369142296061e-07,6.77223903196806e-08,1.35573638130173e-09,2.30050101220101e-06,NA,NA,NA,NA,NA,NA,0,0.0677223903196806,0.00135573638130173,2.30050101220101,196
"107","United Arab Emirates","paris-2024","ARE",11027000,"Non-medalist","non_medal_winner",0,0,0,0,0,0,0,107,2.66782828007091e-08,1.0434768096067e-08,1.14299672880337e-09,1.48767534539215e-07,NA,NA,NA,NA,NA,NA,0,0.010434768096067,0.00114299672880337,0.148767534539215,197
"108","Uruguay","paris-2024","URY",3387000,"Non-medalist","non_medal_winner",0,0,0,0,0,0,0,108,7.16752318557775e-08,2.16412565209536e-08,1.2085027819744e-09,4.51220208532456e-07,NA,NA,NA,NA,NA,NA,0,0.0216412565209536,0.0012085027819744,0.451220208532456,198
"109","Vanuatu","paris-2024","VUT",328000,"Non-medalist","non_medal_winner",0,0,0,0,0,0,0,109,2.27284153359533e-07,5.27839241193677e-08,1.28731724863565e-09,1.52711344425977e-06,NA,NA,NA,NA,NA,NA,0,0.0527839241193677,0.00128731724863565,1.52711344425977,199
"110","Venezuela","paris-2024","VEN",28406000,"Non-medalist","non_medal_winner",0,0,0,0,0,0,0,110,1.33720249264181e-08,6.47930831492219e-09,1.10479186686598e-09,6.51269482211611e-08,NA,NA,NA,NA,NA,NA,0,0.00647930831492219,0.00110479186686598,0.0651269482211611,200
"111","Vietnam","paris-2024","VNM",100988000,"Non-medalist","non_medal_winner",0,0,0,0,0,0,0,111,5.56865231400384e-09,3.35595001970965e-09,1.05852649527194e-09,2.30718434904487e-08,NA,NA,NA,NA,NA,NA,0,0.00335595001970965,0.00105852649527194,0.0230718434904487,201
"112","Virgin Islands","paris-2024","VIR",85000,"Non-medalist","non_medal_winner",0,0,0,0,0,0,0,112,2.82662910871163e-07,6.47174656308255e-08,1.34104559597919e-09,1.8799857885944e-06,NA,NA,NA,NA,NA,NA,0,0.0647174656308255,0.00134104559597919,1.8799857885944,202
"113","Yemen","paris-2024","YEM",40583000,"Non-medalist","non_medal_winner",0,0,0,0,0,0,0,113,1.04718591254359e-08,5.43083520385806e-09,1.09049368522976e-09,4.93933612362421e-08,NA,NA,NA,NA,NA,NA,0,0.00543083520385806,0.00109049368522976,0.0493933612362421,203
"114","Zimbabwe","paris-2024","ZWE",16634000,"Non-medalist","non_medal_winner",0,0,0,0,0,0,0,114,1.99880870292158e-08,8.39442452385476e-09,1.13514536051309e-09,1.03546024941196e-07,NA,NA,NA,NA,NA,NA,0,0.00839442452385476,0.00113514536051309,0.103546024941196,204
"115","Cape Verde","paris-2024","CPV",525000,"Single medal winners","medal_winner",1,1,0,0,0,0,0,115,9.28255475669071e-07,6.62132989508152e-07,3.43047454537099e-08,3.36723038457791e-06,32.4868,29,2,80,34,29.5,1.9047619047619,0.662132989508152,0.0343047454537099,3.3672303845779,9
"116","Ivory Coast","paris-2024","CIV",31934000,"Single medal winners","medal_winner",1,1,0,0,0,0,0,116,3.58477608429265e-08,2.65249291615189e-08,2.13877288784023e-09,1.20801034955876e-07,80.7337,82,65,90,83,83.5,0.0313145863343145,0.0265249291615189,0.00213877288784023,0.120801034955876,84
"117","Cyprus","paris-2024","CYP",1358000,"Single medal winners","medal_winner",1,1,0,0,0,0,0,117,5.48561486642634e-07,3.99982417565321e-07,2.04373199412805e-08,1.92580637779396e-06,42.7909,42,6,83.0249999999996,42,42.5,0.736377025036819,0.399982417565321,0.0204373199412805,1.92580637779396,34
"118","Dominica","paris-2024","DMA",66000,"Single medal winners","medal_winner",1,1,0,0,0,0,0,118,1.5400602887912e-06,1.08622358578514e-06,5.66384379867499e-08,5.61597923975823e-06,23.529,16,1,75,21,12,15.1515151515152,1.08622358578514,0.0566384379867499,5.61597923975823,2
"119","Fiji","paris-2024","FJI",929000,"Single medal winners","medal_winner",1,1,0,0,0,0,1,119,6.98529991663739e-07,5.08805972331791e-07,2.68499987681787e-08,2.43138847536961e-06,37.8671,36,3,82,39,37.5,1.07642626480086,0.508805972331791,0.0268499987681787,2.43138847536961,21
"120","Jordan","paris-2024","JOR",11553000,"Single medal winners","medal_winner",1,1,0,0,0,0,0,120,9.30828339669747e-08,6.86440814046224e-08,4.36606167268834e-09,3.15987940499461e-07,71.7222,72,49,89,73,73.5,0.0865576040855189,0.0686440814046224,0.00436606167268834,0.315987940499461,72
"121","Mongolia","paris-2024","MNG",3476000,"Single medal winners","medal_winner",1,1,0,0,0,0,0,121,2.72946140381479e-07,1.9788183753241e-07,1.00534418484522e-08,9.50949349866767e-07,56.2517,58,19,87,61,61,0.287686996547756,0.19788183753241,0.0100534418484522,0.950949349866767,55
"122","Pakistan","paris-2024","PAK",251269000,"Single medal winners","medal_winner",1,1,0,0,0,0,0,122,5.39221500455027e-09,4.06888637676108e-09,1.12447723879388e-09,1.68138690324713e-08,88.7052,89,85,90,89,89.5,0.00397979854259777,0.00406888637676108,0.00112447723879388,0.0168138690324713,90
"123","Panama","paris-2024","PAN",4516000,"Single medal winners","medal_winner",1,1,0,0,0,0,0,123,2.20450789577271e-07,1.62695103735038e-07,7.8853767946174e-09,7.59422328523092e-07,59.8097,61,25.975,87,62,62.5,0.221434898139947,0.162695103735038,0.0078853767946174,0.759422328523092,62
"124","Peru","paris-2024","PER",34218000,"Single medal winners","medal_winner",1,1,0,0,0,0,0,124,3.3237695133049e-08,2.47788065057956e-08,2.17770271304411e-09,1.09359802942928e-07,81.2874,83,65,90,85,86,0.0292243848266994,0.0247788065057956,0.00217770271304411,0.109359802942928,86
"125","Qatar","paris-2024","QAT",3048000,"Single medal winners","medal_winner",1,1,0,0,0,0,0,125,3.05418448033406e-07,2.1922794878165e-07,1.14081559222546e-08,1.06393163461572e-06,54.1492,56,17,86,57,58,0.328083989501312,0.21922794878165,0.0114081559222546,1.06393163461572,52
"126","Singapore","paris-2024","SGP",5832000,"Single medal winners","medal_winner",1,1,0,0,0,0,0,126,1.7451420345471e-07,1.27678238146949e-07,6.969443375135e-09,6.16930770489127e-07,63.5361,64,31,88,65,65.5,0.171467764060357,0.127678238146949,0.006969443375135,0.616930770489127,65
"127","Slovakia","paris-2024","SVK",5507000,"Single medal winners","medal_winner",1,1,0,0,0,0,0,127,1.85694814773601e-07,1.36296521549636e-07,7.6888758310098e-09,6.40655693540581e-07,62.538,63,30,87,64,64,0.181587071000545,0.136296521549636,0.0076888758310098,0.640655693540581,64
"128","Zambia","paris-2024","ZMB",21315000,"Single medal winners","medal_winner",1,1,0,0,0,0,0,128,5.21565558139174e-08,3.71702746620159e-08,2.61080380816574e-09,1.83089467646437e-07,77.7239,80,59,90,80,81,0.0469153178512784,0.0371702746620159,0.00261080380816574,0.183089467646437,80
"129","Albania","paris-2024","ALB",2792000,"Single medal winners","medal_winner",2,2,0,0,0,0,0,129,6.13965229750196e-07,5.18996702620662e-07,8.127216180381e-08,1.64620546890583e-06,36.6232,36,8,70,37,37.5,0.716332378223496,0.518996702620662,0.08127216180381,1.64620546890583,35
"130","Botswana","paris-2024","BWA",2521000,"Single medal winners","medal_winner",2,2,0,0,0,0,1,130,6.65965978949244e-07,5.6760979954143e-07,8.56586040629647e-08,1.78928442301259e-06,34.8146,33,7,69,36,35,0.793335977786593,0.56760979954143,0.0856586040629647,1.78928442301259,31
"131","Chile","paris-2024","CHL",19765000,"Single medal winners","medal_winner",2,2,0,0,0,0,0,131,1.04737457304802e-07,8.92384526176137e-08,1.3756985289716e-08,2.84411892579599e-07,69.0161,69,51,86,69,69,0.101188970402226,0.0892384526176137,0.013756985289716,0.284411892579599,68
"132","Grenada","paris-2024","GRD",117000,"Single medal winners","medal_winner",2,2,0,0,0,0,0,132,2.64516816380565e-06,2.1831476817754e-06,3.49983335087398e-07,7.51162745316775e-06,9.37119999999999,4,1,45.0249999999996,5,2,17.0940170940171,2.1831476817754,0.349983335087398,7.51162745316775,1
"133","Guatemala","paris-2024","GTM",18406000,"Single medal winners","medal_winner",2,2,0,0,0,0,0,133,1.12503448408791e-07,9.53110453403123e-08,1.55734166092257e-08,3.09367171537352e-07,68.0744,68,49,85,67,67,0.108660219493643,0.0953110453403123,0.0155734166092257,0.309367171537352,67
"134","Kosovo","paris-2024","XKX",1685000,"Single medal winners","medal_winner",2,2,0,0,0,0,0,134,9.01775713220944e-07,7.65993524734947e-07,1.16923669676982e-07,2.43867084213544e-06,27.8257,25,3,65,27,24,1.18694362017804,0.765993524734947,0.116923669676982,2.43867084213543,20
"135","Malaysia","paris-2024","MYS",35558000,"Single medal winners","medal_winner",2,2,0,0,0,0,1,135,5.92069198977146e-08,5.0113472603783e-08,7.54534264837454e-09,1.6105817112283e-07,75.6864,77,60,88,78,78.5,0.0562461330783509,0.050113472603783,0.00754534264837454,0.16105817112283,78
"136","Morocco","paris-2024","MAR",38081000,"Single medal winners","medal_winner",2,2,0,0,0,0,1,136,5.53345770453579e-08,4.70707755682987e-08,7.5618366504116e-09,1.46960789609337e-07,76.3404,77,62,88,79,78.5,0.0525196292114178,0.0470707755682987,0.0075618366504116,0.146960789609337,79
"137","Puerto Rico","paris-2024","PRI",3242000,"Single medal winners","medal_winner",2,2,0,0,0,0,0,137,5.48318403546485e-07,4.63064803136746e-07,7.09272393050192e-08,1.53563592062569e-06,39.2393,39,9,72,40,40,0.616903146206046,0.463064803136746,0.0709272393050192,1.53563592062569,40
"138","Saint Lucia","paris-2024","LCA",180000,"Multi-medal winners","medal_winner",2,0,1,0,0,0,0,138,1.31216680401463e-06,9.30836779816914e-07,4.81839906083013e-08,4.72258288041901e-06,26.0394,20,1,77,23,18.5,11.1111111111111,0.930836779816914,0.0481839906083013,4.72258288041901,3
"139","Uganda","paris-2024","UGA",50015000,"Single medal winners","medal_winner",2,2,0,0,0,0,0,139,4.25822614986168e-08,3.60253956811195e-08,6.00215578031413e-09,1.14069660209988e-07,78.8985,80,65,88,81,81,0.0399880035989203,0.0360253956811195,0.00600215578031413,0.114069660209988,81
"140","Algeria","paris-2024","DZA",46814000,"Single medal winners","medal_winner",3,3,0,0,0,0,0,140,6.64711443537641e-08,5.93949682172566e-08,1.45319692616446e-08,1.55989216939677e-07,73.9644,74,61,86,77,76,0.0640833938565386,0.0593949682172566,0.0145319692616446,0.155989216939677,77
"141","Argentina","paris-2024","ARG",45696000,"Single medal winners","medal_winner",3,3,0,0,0,0,2,141,6.74023252748043e-08,6.00158296881725e-08,1.48158049652149e-08,1.58847575074285e-07,73.8038,74,60,86,75,76,0.0656512605042017,0.0600158296881725,0.0148158049652149,0.158847575074285,75
"142","Dominican Republic","paris-2024","DOM",11428000,"Single medal winners","medal_winner",3,3,0,0,0,0,0,142,2.5845550302353e-07,2.31439931032011e-07,5.78668264943292e-08,6.07551157547966e-07,54.2056,55,32,75,58,57,0.262513125656283,0.231439931032011,0.0578668264943292,0.607551157547966,58
"143","Egypt","paris-2024","EGY",116538000,"Single medal winners","medal_winner",3,3,0,0,0,0,0,143,2.69935149529049e-08,2.40895230079091e-08,5.9259009145804e-09,6.3914902619707e-08,82.339,83,73,88,86,86,0.0257426762086186,0.0240895230079091,0.0059259009145804,0.063914902619707,87
"144","Indonesia","paris-2024","IDN",283488000,"Single medal winners","medal_winner",3,3,0,0,0,0,0,144,1.10050726633636e-08,9.9112972453534e-09,2.4433389814667e-09,2.6070933740934e-08,86.73,87,82,90,88,88,0.0105824585167626,0.0099112972453534,0.0024433389814667,0.026070933740934,88
"145","Slovenia","paris-2024","SVN",2119000,"Single medal winners","medal_winner",3,3,0,0,0,0,0,145,1.10385040397436e-06,9.84479037568725e-07,2.3372455118516e-07,2.62271615410607e-06,21.3187,18,3,55,18,15.5,1.41576215195847,0.984479037568725,0.23372455118516,2.62271615410607,15
"146","Tajikistan","paris-2024","TJK",10591000,"Single medal winners","medal_winner",3,3,0,0,0,0,0,146,2.78196273232775e-07,2.4949066808609e-07,6.22334356132445e-08,6.64083528323858e-07,52.7988,54,29,73,55,55,0.283259371164196,0.24949066808609,0.0622334356132445,0.664083528323858,56
"147","Tunisia","paris-2024","TUN",12277000,"Single medal winners","medal_winner",3,3,0,0,0,0,0,147,2.40865250871999e-07,2.16076735562275e-07,5.39727321096905e-08,5.6981943103474e-07,55.5307,57,33,75,59,59.5,0.244359371181885,0.216076735562275,0.0539727321096905,0.56981943103474,60
"148","Armenia","paris-2024","ARM",2974000,"Single medal winners","medal_winner",4,4,0,0,0,0,0,148,1.11619236304943e-06,1.01923576668749e-06,3.19707373068247e-07,2.43081528107767e-06,19.8363,17,3,49,13,13.5,1.34498991257566,1.01923576668749,0.319707373068247,2.43081528107767,17
"149","Bahrain","paris-2024","BHR",1607000,"Single medal winners","medal_winner",4,4,0,0,0,0,0,149,1.79131617827579e-06,1.64936619204558e-06,5.07477188160527e-07,3.85844679399545e-06,10.8112,8,1,36,7,6,2.48911014312383,1.64936619204558,0.507477188160527,3.85844679399545,5
"150","Colombia","paris-2024","COL",52886000,"Single medal winners","medal_winner",4,4,0,0,0,0,0,150,7.70986777222079e-08,7.10346785311762e-08,2.19875195910977e-08,1.67822384418313e-07,71.9084,72,60,84,74,73.5,0.0756343833906894,0.0710346785311762,0.0219875195910977,0.167822384418313,74
"151","Ethiopia","paris-2024","ETH",132060000,"Single medal winners","medal_winner",4,4,0,0,0,0,0,151,3.13333065614521e-08,2.87065700797563e-08,9.03889742937996e-09,6.91147358715586e-08,81.2093,82,72,87,84,83.5,0.0302892624564592,0.0287065700797563,0.00903889742937996,0.0691147358715586,85
"152","Hong Kong","paris-2024","HKG",7415000,"Multi-medal winners","medal_winner",4,2,1,0,0,0,0,152,3.86123982100279e-07,3.453558487213e-07,8.93854363561912e-08,9.15555777858475e-07,45.9158,46,20,69,46,47.5,0.539447066756575,0.3453558487213,0.0893854363561912,0.915555777858475,42
"153","Lithuania","paris-2024","LTU",2859000,"Single medal winners","medal_winner",4,4,0,0,0,0,1,153,1.15529035341125e-06,1.06337194572751e-06,3.2554402252309e-07,2.53156006248651e-06,19.1362,17,3,48,12,13.5,1.39909059111577,1.06337194572751,0.32554402252309,2.53156006248651,16
"154","Moldova","paris-2024","MDA",3035000,"Single medal winners","medal_winner",4,4,0,0,0,0,0,154,1.10197114189686e-06,1.01614199008745e-06,3.14526500727682e-07,2.38549515641147e-06,20.0853,18,3,49,14,15.5,1.31795716639209,1.01614199008745,0.314526500727682,2.38549515641147,19
"155","Philippines","paris-2024","PHL",115844000,"Multi-medal winners","medal_winner",4,2,1,0,0,0,0,155,2.68441809777731e-08,2.42253024986989e-08,5.647028738102e-09,6.40980560171586e-08,82.3765,83,73,88,87,86,0.0345291944338939,0.0242253024986989,0.005647028738102,0.0640980560171586,83
"156","Portugal","paris-2024","PRT",10425000,"Single medal winners","medal_winner",4,4,0,0,0,0,1,156,3.72833730327193e-07,3.44279776468303e-07,1.03658052629221e-07,8.05805427881659e-07,46.1566,46,24,67,47,47.5,0.383693045563549,0.344279776468303,0.103658052629221,0.805805427881659,46
"157","Austria","paris-2024","AUT",9121000,"Single medal winners","medal_winner",5,5,0,0,0,0,1,157,5.23300618448105e-07,4.88976316858796e-07,1.75779508428615e-07,1.05316414998834e-06,37.6601,37,16,60,38,39,0.548185505975222,0.488976316858796,0.175779508428615,1.05316414998834,41
"158","Czech Republic","paris-2024","CZE",10736000,"Single medal winners","medal_winner",5,5,0,0,0,0,2,158,4.48493906118665e-07,4.22846068982807e-07,1.49587891691042e-07,8.95922205797444e-07,41.4702,41,21,62,41,41,0.465722801788376,0.422846068982807,0.149587891691042,0.895922205797444,44
"159","Ecuador","paris-2024","ECU",18135000,"Single medal winners","medal_winner",5,5,0,0,0,0,1,159,2.72418665143095e-07,2.53599487618802e-07,8.74120268453171e-08,5.50772536194496e-07,52.6608,54,34,69,54,55,0.275709953129308,0.253599487618802,0.0874120268453171,0.550772536194496,57
"160","Mexico","paris-2024","MEX",130861000,"Single medal winners","medal_winner",5,5,0,0,0,0,2,160,3.90832796969723e-08,3.65467154171264e-08,1.25487066173127e-08,8.03696275916528e-08,79.2955,80,69,86,82,81,0.0382084807543882,0.0365467154171264,0.0125487066173127,0.0803696275916528,82
"161","Serbia","paris-2024","SRB",6736000,"Single medal winners","medal_winner",5,5,0,0,0,0,3,161,6.95803649789164e-07,6.47948176899225e-07,2.26035879362439e-07,1.4072010021547e-06,30.524,30,11,56,31,31.5,0.742280285035629,0.647948176899225,0.226035879362439,1.4072010021547,33
"162","India","paris-2024","IND",1450936000,"Single medal winners","medal_winner",6,6,0,0,0,0,2,162,4.24185807372338e-09,3.99088635196584e-09,1.62904938668645e-09,8.18132077916814e-09,89.0401,89,87,90,90,89.5,0.00413526165178891,0.00399088635196584,0.00162904938668645,0.00818132077916814,89
"163","Jamaica","paris-2024","JAM",2839000,"Single medal winners","medal_winner",6,6,0,0,0,0,0,163,1.72710752371473e-06,1.6312709806801e-06,6.33974741945167e-07,3.31155149668473e-06,10.0291,8,2,30,6,6,2.11342021838676,1.6312709806801,0.633974741945167,3.31155149668473,6
"164","North Korea","paris-2024","PRK",26499000,"Single medal winners","medal_winner",6,6,0,0,0,0,2,164,2.2525627435104e-07,2.14035587734515e-07,8.28963171458909e-08,4.37919143519767e-07,56.1008,57,40,70,60,59.5,0.226423638627873,0.214035587734515,0.0828963171458909,0.437919143519767,61
"165","Kyrgyzstan","paris-2024","KGZ",7186000,"Single medal winners","medal_winner",6,6,0,0,0,0,0,165,7.792094386476e-07,7.35555190350299e-07,2.93631784838924e-07,1.50930150557857e-06,27.169,26,9,51,25,25.5,0.834956860562204,0.735555190350299,0.293631784838924,1.50930150557857,28
"166","South Africa","paris-2024","ZAF",64007000,"Multi-medal winners","medal_winner",6,4,1,0,0,0,2,166,7.96277680288003e-08,7.42899191639494e-08,2.60035755495117e-08,1.62707294112171e-07,71.3131,71,60,83,72,72,0.0937397472151483,0.0742899191639494,0.0260035755495117,0.162707294112171,70
"167","Thailand","paris-2024","THA",71668000,"Single medal winners","medal_winner",6,6,0,0,0,0,0,167,8.50879510591512e-08,8.08671220207484e-08,3.10483972829444e-08,1.63637432219546e-07,70.2889,70,60,81,71,71,0.0837193726628342,0.0808671220207484,0.0310483972829444,0.163637432219546,73
"168","Azerbaijan","paris-2024","AZE",10337000,"Single medal winners","medal_winner",7,7,0,0,0,0,0,168,6.45594595929412e-07,6.16978677394081e-07,2.58461383250265e-07,1.20328612048829e-06,31.7004,31,14,53,32,33,0.67717906549289,0.616978677394081,0.258461383250265,1.20328612048829,37
"169","Bulgaria","paris-2024","BGR",6758000,"Single medal winners","medal_winner",7,7,0,0,0,0,0,169,9.60624420113543e-07,9.18197735559288e-07,3.93136212052608e-07,1.77373390687611e-06,21.5506,20,6,43,19,18.5,1.03580941106836,0.918197735559288,0.393136212052608,1.77373390687611,23
"170","Taiwan","paris-2024","TWN",23214000,"Single medal winners","medal_winner",7,7,0,0,0,0,1,170,2.97636604829142e-07,2.8438954654209e-07,1.22195738994015e-07,5.42171927540319e-07,50.5618,51,34,65,53,53,0.301542172826742,0.28438954654209,0.122195738994015,0.542171927540319,54
"171","Croatia","paris-2024","HRV",3875000,"Single medal winners","medal_winner",7,7,0,0,0,0,2,171,1.56321171927409e-06,1.49149759304862e-06,6.47308355415828e-07,2.90334585412593e-06,11.2844,10,2,30,9,8.5,1.80645161290323,1.49149759304862,0.647308355415828,2.90334585412593,12
"172","Georgia","paris-2024","GEO",3808000,"Single medal winners","medal_winner",7,7,0,0,0,0,0,172,1.57643719323714e-06,1.49831699012047e-06,6.47333653403091e-07,2.9440635049591e-06,11.113,10,2,30,8,8.5,1.83823529411765,1.49831699012047,0.647333653403091,2.9440635049591,11
"173","Ireland","paris-2024","IRL",5255000,"Multi-medal winners","medal_winner",7,5,1,0,0,0,2,173,1.03265951050446e-06,9.78653338114248e-07,3.84760441855585e-07,1.99277422202579e-06,20.2597,19,5,43,15,17,1.33206470028544,0.978653338114248,0.384760441855585,1.99277422202579,18
"174","Israel","paris-2024","ISR",9387000,"Single medal winners","medal_winner",7,7,0,0,0,0,1,174,7.03692123618247e-07,6.73186885752021e-07,2.89595853036819e-07,1.302230197657e-06,29.4307,29,12,51,29,29.5,0.745712155108128,0.673186885752021,0.289595853036819,1.302230197657,32
"175","Kazakhstan","paris-2024","KAZ",20593000,"Single medal winners","medal_winner",7,7,0,0,0,0,1,175,3.33571212514691e-07,3.18421676664891e-07,1.36502223960664e-07,6.1318924745249e-07,48.0667,49,31,63,51,51,0.339921332491623,0.318421676664891,0.136502223960664,0.61318924745249,51
"176","Greece","paris-2024","GRC",10048000,"Single medal winners","medal_winner",8,8,0,0,0,0,2,176,7.56819651786758e-07,7.23158063793876e-07,3.37944165928811e-07,1.35691735688547e-06,27.3378,27,11,48,26,27,0.796178343949045,0.723158063793876,0.337944165928811,1.35691735688547,30
"177","Norway","paris-2024","NOR",5577000,"Single medal winners","medal_winner",8,8,0,0,0,0,2,177,1.30046520860522e-06,1.2506711630059e-06,5.53471148658857e-07,2.334568625516e-06,14.6223,13,3,34,11,11,1.43446297292451,1.2506711630059,0.553471148658857,2.334568625516,14
"178","Switzerland","paris-2024","CHE",8922000,"Single medal winners","medal_winner",8,8,0,0,0,0,2,178,8.46113762902303e-07,8.08210407480707e-07,3.74645878747482e-07,1.51262609893908e-06,24.4698,24,9,45,22,23,0.896659941717104,0.808210407480707,0.374645878747482,1.51262609893908,26
"179","Turkey","paris-2024","TUR",87474000,"Single medal winners","medal_winner",8,8,0,0,0,0,2,179,9.26407200247351e-08,8.94800297083461e-08,4.00748524174886e-08,1.63786252063899e-07,68.9114,69,60,79,68,69,0.0914557468504927,0.0894800297083461,0.0400748524174886,0.163786252063899,71
