"","country","games","iso_a3","population","medal_type","medal_winner","medal_total","medals_1","medals_2","medals_3","medals_4","medals_5","medals_1.team","rank_total","p_mean","p_median","p_credlow","p_credhigh","rank_mean","rank_median","rank_credlow","rank_credhigh","rank_mean_beta","rank_median_beta","observed_mpm","estimate_mpm","estimate_mpm_credlow","estimate_mpm_credhigh","rank_pc"
"180","Cuba","paris-2024","CUB",10980000,"Single medal winners","medal_winner",9,9,0,0,0,0,0,180,7.75686321836746e-07,7.47239188302199e-07,3.55982715887099e-07,1.36135698472627e-06,26.4863,26,11,45,24,25.5,0.819672131147541,0.747239188302199,0.355982715887099,1.36135698472627,29
"181","Denmark","paris-2024","DNK",5977000,"Single medal winners","medal_winner",9,9,0,0,0,0,4,181,1.36734643657571e-06,1.32096274387805e-06,6.24047095640375e-07,2.39267276247864e-06,13.2751,12,3,31,10,10,1.50577212648486,1.32096274387805,0.624047095640375,2.39267276247864,13
"182","Romania","paris-2024","ROU",19015000,"Multi-medal winners","medal_winner",9,7,1,0,0,0,5,182,4.15472914742939e-07,3.97896040913495e-07,1.8099496330982e-07,7.50030074026958e-07,42.7914,42,26,59,43,42.5,0.473310544307126,0.397896040913495,0.18099496330982,0.750030074026958,43
"183","Belgium","paris-2024","BEL",11739000,"Multi-medal winners","medal_winner",10,8,1,0,0,0,0,183,7.32858097205386e-07,7.04125829650948e-07,3.37004451915634e-07,1.28072029649228e-06,27.9707,28,12,47,28,28,0.851861316977596,0.704125829650948,0.337004451915634,1.28072029649228,27
"184","Poland","paris-2024","POL",38539000,"Single medal winners","medal_winner",10,10,0,0,0,0,3,184,2.57253543811e-07,2.49309933839296e-07,1.22933071670019e-07,4.35588203715337e-07,53.4532,54,40,65,56,55,0.259477412491243,0.249309933839296,0.122933071670019,0.435588203715337,59
"185","Kenya","paris-2024","KEN",56433000,"Multi-medal winners","medal_winner",11,7,2,0,0,0,0,185,1.59356782001668e-07,1.53553616742336e-07,7.31663164507763e-08,2.79982721473101e-07,61.3879,61,52,72,63,62.5,0.194921411231017,0.153553616742336,0.0731663164507763,0.279982721473101,63
"186","Sweden","paris-2024","SWE",10607000,"Multi-medal winners","medal_winner",11,9,1,0,0,0,4,186,8.95285740389106e-07,8.66043590307007e-07,4.41022019950465e-07,1.52101141894314e-06,22.6178,22,9,40,20,22,1.03705100405393,0.866043590307007,0.441022019950465,1.52101141894314,22
"187","Iran","paris-2024","IRN",91568000,"Single medal winners","medal_winner",12,12,0,0,0,0,0,187,1.32200889005924e-07,1.28132602044024e-07,6.78022596146866e-08,2.18711048140312e-07,63.7844,64,56,73,66,65.5,0.131050148523502,0.128132602044024,0.0678022596146866,0.218711048140312,66
"188","Ukraine","paris-2024","UKR",37860000,"Single medal winners","medal_winner",12,12,0,0,0,0,2,188,3.13552031621885e-07,3.04993774178826e-07,1.62599038386384e-07,5.14370184686891e-07,49.2288,50,35,61,52,52,0.316957210776545,0.304993774178826,0.162599038386384,0.514370184686891,53
"189","Uzbekistan","paris-2024","UZB",36362000,"Single medal winners","medal_winner",13,13,0,0,0,0,0,189,3.53951667357742e-07,3.45191225453902e-07,1.90415127710163e-07,5.71967508649956e-07,46.3337,46,33,59,48,47.5,0.35751608822397,0.345191225453902,0.190415127710163,0.571967508649956,50
"190","Spain","paris-2024","ESP",47911000,"Single medal winners","medal_winner",18,18,0,0,0,0,10,190,3.73022970015223e-07,3.65461876257042e-07,2.21582117268767e-07,5.6324529432055e-07,44.8491,45,33,57,45,45,0.375696604120139,0.365461876257042,0.221582117268767,0.56324529432055,47
"191","Hungary","paris-2024","HUN",9676000,"Multi-medal winners","medal_winner",19,17,1,0,0,0,6,191,1.75077408725915e-06,1.71626219221631e-06,1.04524509675025e-06,2.62881202288455e-06,7.8721,7,2,17,3,3.5,1.96362133112857,1.71626219221631,1.04524509675025,2.62881202288455,8
"192","Brazil","paris-2024","BRA",211999000,"Multi-medal winners","medal_winner",20,17,0,1,0,0,5,192,8.5381745320832e-08,8.37435195839437e-08,5.01313196375395e-08,1.28695342445374e-07,69.5549,69,62,77,70,69,0.0943400676418285,0.0837435195839437,0.0501313196375395,0.128695342445374,69
"193","New Zealand","paris-2024","NZL",5214000,"Multi-medal winners","medal_winner",20,18,1,0,0,0,10,193,3.23148835425016e-06,3.1735280187172e-06,1.96673691232222e-06,4.84667575948934e-06,1.9858,2,1,5,1,1,3.83582662063675,3.1735280187172,1.96673691232222,4.84667575948934,4
"194","Canada","paris-2024","CAN",39742000,"Multi-medal winners","medal_winner",27,21,1,0,1,0,7,194,5.69533957857064e-07,5.61670636484635e-07,3.60476485782207e-07,8.26520108834787e-07,33.7612,34,22,45,35,36,0.679382013990237,0.561670636484635,0.360476485782207,0.826520108834787,36
"195","South Korea","paris-2024","KOR",51718000,"Single medal winners","medal_winner",32,32,0,0,0,0,10,195,6.13247067651477e-07,6.05755020195341e-07,4.21527986285902e-07,8.43932965077906e-07,31.7127,32,22,41,33,34,0.618740090490738,0.605755020195341,0.421527986285902,0.843932965077906,39
"196","Germany","paris-2024","DEU",84552000,"Single medal winners","medal_winner",33,33,0,0,0,0,15,196,3.88023889509257e-07,3.84394975661027e-07,2.66348411166529e-07,5.28963995525588e-07,43.5731,43,34,54,44,44,0.390292364462106,0.384394975661027,0.266348411166529,0.528963995525588,45
"197","Netherlands","paris-2024","NLD",18229000,"Multi-medal winners","medal_winner",34,29,1,1,0,0,16,197,1.64341154348737e-06,1.62729713147599e-06,1.11956103505498e-06,2.27428979723857e-06,8.5101,8,3,16,4,6,1.86515991003346,1.62729713147599,1.11956103505498,2.27428979723857,10
"198","Italy","paris-2024","ITA",59343000,"Multi-medal winners","medal_winner",40,38,1,0,0,0,16,198,6.49961640141128e-07,6.44473194161022e-07,4.64661038012157e-07,8.65523312417534e-07,30.0683,30,21,39,30,31.5,0.674047486645434,0.644473194161022,0.464661038012157,0.865523312417534,38
"199","Japan","paris-2024","JPN",123753000,"Multi-medal winners","medal_winner",45,42,0,1,0,0,11,199,3.46983347816233e-07,3.44348544134098e-07,2.50123459615144e-07,4.57319772785815e-07,46.4782,46,38,56,49,47.5,0.363627548423069,0.344348544134098,0.250123459615144,0.457319772785815,49
"200","Australia","paris-2024","AUS",26713000,"Multi-medal winners","medal_winner",53,43,2,2,0,0,15,200,1.71710931250835e-06,1.70604331612134e-06,1.26876849483902e-06,2.2361969108073e-06,7.6049,7,3,14,2,3.5,1.98405270841912,1.70604331612134,1.26876849483902,2.2361969108073,7
"201","France","paris-2024","FRA",66549000,"Multi-medal winners","medal_winner",64,60,0,0,1,0,17,201,9.0849103117242e-07,9.04615116228619e-07,6.94321373545069e-07,1.15036373025636e-06,20.8346,21,13,29,16,20.5,0.96169739590377,0.904615116228619,0.694321373545069,1.15036373025636,24
"202","Great Britain","paris-2024","GBR",69138000,"Multi-medal winners","medal_winner",65,61,2,0,0,0,28,202,9.04469487445079e-07,8.9817763962998e-07,6.91145478754865e-07,1.14436461199119e-06,20.9326,21,13,29,17,20.5,0.940148688130984,0.89817763962998,0.691145478754865,1.14436461199119,25
"203","China","paris-2024","CHN",1419321000,"Multi-medal winners","medal_winner",91,84,2,1,0,0,27,203,6.14258953024773e-08,6.11600634979995e-08,4.91483156842711e-08,7.50220806136527e-08,73.9484,74,69,79,76,76,0.0641151649274547,0.0611600634979995,0.0491483156842711,0.0750220806136527,76
"204","United States","paris-2024","USA",345427000,"Multi-medal winners","medal_winner",126,103,7,3,0,0,34,204,3.27428087484495e-07,3.2668429262451e-07,2.70024551118104e-07,3.90053393654523e-07,47.9378,48,41,55,50,50,0.364765927388421,0.32668429262451,0.270024551118104,0.390053393654523,48
